"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"1448",45,"admin.","married","secondary","no",638,"yes","no","cellular",20,"aug",75,9,0
"1449",32,"blue-collar","married","secondary","no",101,"yes","no","unknown",19,"may",191,4,0
"1450",31,"management","married","tertiary","yes",1224,"yes","yes","cellular",24,"jul",1441,2,0
"1451",49,"self-employed","married","secondary","no",1103,"no","no","cellular",12,"aug",428,2,0
"1452",29,"services","married","secondary","no",3748,"no","no","cellular",28,"may",322,3,0
"1453",55,"technician","married","secondary","no",955,"yes","no","cellular",29,"jan",104,1,0
"1454",30,"admin.","married","secondary","no",518,"yes","no","cellular",8,"may",127,1,0
"1455",45,"services","single","primary","yes",1893,"yes","no","unknown",3,"jun",1259,6,0
"1456",39,"technician","married","tertiary","no",14,"no","no","cellular",28,"jan",114,2,0
"1457",36,"admin.","married","secondary","no",-423,"yes","yes","unknown",13,"may",106,1,0
"1458",33,"management","married","tertiary","no",3696,"no","no","cellular",19,"nov",305,1,3
"1459",36,"management","married","tertiary","yes",2987,"yes","no","cellular",12,"aug",307,1,0
"1460",31,"technician","single","secondary","no",433,"no","no","cellular",11,"aug",1504,2,0
"1461",36,"technician","married","unknown","no",756,"no","no","cellular",11,"jul",396,3,0
"1462",38,"technician","single","tertiary","no",0,"yes","no","cellular",1,"jun",71,1,0
"1463",33,"unknown","married","secondary","no",2727,"no","no","cellular",6,"aug",205,3,0
"1464",40,"technician","married","secondary","no",93,"yes","no","unknown",13,"may",134,2,0
"1465",31,"blue-collar","married","secondary","yes",1766,"no","yes","cellular",5,"jun",166,2,0
"1466",39,"services","married","secondary","no",124,"yes","no","cellular",31,"jul",81,5,0
"1467",33,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"may",77,2,0
"1468",53,"services","divorced","secondary","yes",0,"no","no","cellular",12,"mar",80,2,0
"1469",38,"management","married","tertiary","no",0,"yes","no","cellular",13,"may",537,5,2
"1470",59,"technician","married","secondary","yes",259,"no","no","cellular",15,"jun",415,1,1
"1471",55,"blue-collar","married","primary","no",4103,"no","no","cellular",19,"nov",291,1,0
"1472",38,"technician","single","tertiary","no",744,"yes","no","cellular",14,"may",283,1,12
"1473",48,"services","married","secondary","no",116,"yes","no","telephone",20,"apr",70,4,0
"1474",53,"blue-collar","married","secondary","no",70,"yes","no","unknown",5,"may",611,2,0
"1475",44,"admin.","divorced","secondary","no",432,"no","no","cellular",9,"feb",132,3,0
"1476",57,"management","married","tertiary","no",1172,"no","no","unknown",18,"jun",26,1,0
"1477",29,"blue-collar","single","secondary","no",9,"yes","no","cellular",11,"may",262,3,0
"1478",31,"services","married","secondary","no",428,"yes","no","unknown",21,"may",272,1,0
"1479",35,"technician","single","tertiary","no",7546,"yes","no","cellular",28,"dec",137,1,3
"1480",31,"blue-collar","married","primary","no",620,"no","no","cellular",30,"mar",95,1,0
"1481",35,"self-employed","married","tertiary","no",8647,"no","no","cellular",19,"nov",140,2,0
"1482",40,"management","single","secondary","no",192,"yes","no","unknown",16,"may",71,11,0
"1483",39,"blue-collar","married","secondary","no",0,"yes","no","cellular",7,"may",502,1,2
"1484",43,"technician","single","tertiary","no",27733,"yes","no","unknown",3,"jun",164,7,0
"1485",44,"entrepreneur","married","primary","no",276,"yes","yes","unknown",15,"may",219,1,0
"1486",29,"technician","single","secondary","yes",113,"no","no","cellular",12,"feb",328,2,4
"1487",40,"technician","married","secondary","no",782,"yes","no","unknown",14,"may",224,2,0
"1488",33,"entrepreneur","married","primary","no",82,"yes","no","cellular",18,"nov",63,2,0
"1489",46,"management","married","tertiary","no",1008,"no","no","cellular",29,"aug",24,13,0
"1490",27,"unknown","single","tertiary","no",6421,"no","no","telephone",28,"jan",147,4,0
"1491",26,"admin.","single","secondary","no",443,"no","no","cellular",30,"jul",84,3,0
"1492",41,"technician","married","secondary","no",351,"yes","no","cellular",9,"jul",175,1,0
"1493",34,"technician","married","tertiary","no",5060,"yes","no","cellular",21,"aug",12,21,0
"1494",39,"technician","single","tertiary","no",-41,"no","yes","cellular",25,"aug",40,15,0
"1495",27,"services","single","secondary","no",-124,"no","no","cellular",18,"jul",217,1,0
"1496",31,"blue-collar","married","secondary","no",79,"yes","yes","cellular",23,"jul",235,11,0
"1497",44,"unemployed","single","secondary","no",3945,"no","no","cellular",28,"jan",255,1,0
"1498",55,"retired","married","tertiary","no",197,"no","yes","cellular",8,"jul",256,1,0
"1499",51,"blue-collar","divorced","primary","no",837,"no","no","telephone",30,"jul",41,2,0
"1500",50,"management","married","tertiary","no",-94,"no","yes","unknown",25,"jun",75,1,0
"1501",30,"services","married","secondary","no",1743,"yes","no","cellular",5,"feb",192,4,0
"1502",46,"technician","married","secondary","yes",57,"no","no","unknown",28,"may",796,1,0
"1503",49,"admin.","married","secondary","no",635,"no","no","cellular",25,"aug",220,3,0
"1504",56,"retired","married","secondary","no",-113,"yes","yes","cellular",12,"aug",614,2,0
"1505",47,"admin.","divorced","secondary","yes",225,"no","no","cellular",28,"aug",1126,4,0
"1506",30,"admin.","married","secondary","no",124,"no","no","telephone",16,"jun",161,2,0
"1507",36,"entrepreneur","single","secondary","no",475,"no","no","cellular",25,"jul",141,3,0
"1508",40,"management","married","tertiary","no",-7,"no","yes","telephone",25,"jul",697,1,0
"1509",37,"technician","single","secondary","no",375,"no","no","unknown",9,"jun",223,2,0
"1510",42,"admin.","divorced","secondary","yes",936,"no","no","cellular",30,"jan",931,1,0
"1511",45,"technician","married","secondary","no",1415,"yes","no","cellular",17,"nov",483,1,1
"1512",34,"unemployed","single","secondary","no",0,"no","no","cellular",17,"nov",63,2,0
"1513",27,"admin.","single","secondary","no",3638,"no","no","cellular",11,"jul",271,5,0
"1514",30,"blue-collar","married","secondary","no",-99,"yes","no","cellular",15,"may",144,5,0
"1515",32,"technician","married","secondary","no",167,"yes","yes","cellular",8,"aug",79,3,0
"1516",46,"housemaid","married","primary","no",19,"yes","no","telephone",21,"jul",171,1,0
"1517",29,"self-employed","married","tertiary","no",242,"yes","no","cellular",18,"jul",73,4,0
"1518",53,"unknown","married","unknown","no",13,"no","no","telephone",28,"jan",69,1,0
"1519",32,"technician","married","secondary","no",286,"no","no","cellular",20,"apr",60,1,4
"1520",49,"unemployed","married","secondary","no",769,"yes","no","unknown",14,"may",257,1,0
"1521",35,"management","married","tertiary","no",93,"no","no","cellular",4,"may",198,2,1
"1522",38,"blue-collar","married","secondary","no",1663,"yes","no","cellular",13,"apr",217,3,1
"1523",39,"entrepreneur","married","primary","no",238,"yes","yes","cellular",19,"nov",134,1,0
"1524",34,"technician","single","secondary","no",2178,"yes","no","cellular",26,"may",41,1,0
"1525",42,"blue-collar","married","primary","no",792,"yes","yes","cellular",19,"nov",611,2,12
"1526",35,"blue-collar","single","unknown","no",871,"yes","no","unknown",6,"jun",216,3,0
"1527",60,"admin.","married","secondary","no",1025,"no","no","cellular",6,"aug",388,8,0
"1528",57,"technician","divorced","secondary","no",63,"yes","no","unknown",5,"may",242,1,0
"1529",31,"blue-collar","single","secondary","no",16,"no","no","cellular",7,"jul",387,1,0
"1530",29,"management","single","secondary","no",417,"no","no","cellular",7,"oct",90,1,0
"1531",41,"services","married","secondary","no",3992,"yes","no","telephone",20,"nov",281,2,0
"1532",46,"blue-collar","married","primary","no",2749,"yes","no","cellular",17,"nov",332,1,0
"1533",33,"technician","married","secondary","yes",133,"no","no","cellular",4,"may",218,1,0
"1534",32,"blue-collar","single","secondary","no",1721,"yes","no","unknown",21,"may",650,2,0
"1535",54,"management","divorced","tertiary","yes",2171,"yes","yes","telephone",18,"nov",1034,1,0
"1536",37,"services","married","secondary","no",4760,"yes","no","cellular",8,"may",182,2,2
"1537",32,"technician","single","secondary","no",2979,"no","no","cellular",25,"may",156,1,0
"1538",43,"management","married","tertiary","no",690,"yes","no","cellular",6,"aug",171,3,0
"1539",50,"blue-collar","divorced","secondary","no",203,"yes","no","telephone",19,"nov",265,1,4
"1540",34,"blue-collar","married","secondary","no",322,"yes","no","cellular",20,"apr",10,3,0
"1541",31,"admin.","divorced","secondary","no",1210,"no","no","cellular",16,"jul",350,1,0
"1542",43,"self-employed","married","secondary","no",634,"yes","no","cellular",17,"nov",65,1,1
"1543",49,"entrepreneur","married","secondary","no",273,"no","no","cellular",23,"jul",58,1,0
"1544",22,"student","single","unknown","no",47,"no","no","cellular",3,"jul",69,3,0
"1545",35,"management","married","tertiary","no",1100,"no","yes","cellular",29,"jan",127,2,0
"1546",56,"admin.","married","secondary","no",0,"yes","no","telephone",19,"nov",154,2,0
"1547",53,"blue-collar","married","secondary","no",0,"no","no","telephone",31,"jul",36,4,0
"1548",54,"entrepreneur","married","tertiary","no",1544,"no","yes","cellular",5,"feb",85,7,3
"1549",32,"services","single","unknown","no",6145,"yes","no","cellular",14,"may",362,1,13
"1550",41,"self-employed","married","secondary","no",28,"yes","no","cellular",11,"may",49,1,0
"1551",40,"blue-collar","married","secondary","no",1012,"yes","no","cellular",6,"may",410,1,0
"1552",33,"blue-collar","married","primary","no",245,"yes","yes","cellular",8,"may",253,3,0
"1553",33,"management","single","tertiary","no",1998,"no","no","cellular",19,"nov",570,1,0
"1554",34,"blue-collar","married","secondary","no",3990,"yes","no","cellular",24,"jul",633,7,0
"1555",36,"services","married","secondary","no",1328,"yes","no","unknown",6,"jun",82,4,0
"1556",34,"entrepreneur","married","tertiary","no",412,"yes","yes","cellular",8,"jul",164,1,0
"1557",55,"management","married","primary","no",229,"no","yes","unknown",9,"jun",175,3,0
"1558",28,"student","single","tertiary","yes",1562,"no","no","cellular",15,"feb",659,4,0
"1559",29,"admin.","single","secondary","no",3432,"yes","no","cellular",17,"apr",139,2,0
"1560",31,"admin.","single","secondary","no",144,"yes","no","unknown",4,"jul",43,11,0
"1561",52,"management","married","tertiary","no",1339,"yes","no","cellular",22,"aug",343,5,0
"1562",54,"services","married","unknown","no",386,"no","yes","cellular",19,"nov",74,1,1
"1563",43,"blue-collar","married","primary","no",7727,"yes","no","unknown",15,"may",302,8,0
"1564",55,"entrepreneur","married","secondary","no",204,"no","no","cellular",14,"jul",455,13,0
"1565",28,"blue-collar","divorced","unknown","no",101,"yes","no","unknown",28,"may",126,4,0
"1566",45,"unemployed","divorced","secondary","no",728,"yes","yes","cellular",18,"nov",107,1,0
"1567",45,"entrepreneur","married","primary","no",2418,"yes","no","unknown",14,"may",120,1,0
"1568",51,"management","married","tertiary","no",2934,"yes","no","cellular",18,"nov",727,4,0
"1569",42,"technician","single","secondary","no",0,"yes","no","unknown",7,"may",275,4,0
"1570",43,"unknown","single","unknown","no",181,"no","no","telephone",28,"jan",41,1,0
"1571",34,"management","married","tertiary","no",176,"no","no","cellular",18,"aug",61,4,0
"1572",36,"blue-collar","married","primary","no",49,"yes","no","cellular",15,"may",232,2,5
"1573",37,"blue-collar","married","secondary","no",2023,"yes","no","cellular",10,"jul",214,1,0
"1574",50,"blue-collar","married","secondary","no",372,"yes","no","telephone",11,"may",21,1,0
"1575",42,"management","divorced","unknown","yes",7702,"no","no","cellular",16,"feb",138,2,0
"1576",34,"blue-collar","single","primary","no",464,"yes","no","cellular",18,"may",173,1,2
"1577",48,"management","married","secondary","no",117,"yes","no","cellular",16,"apr",635,1,0
"1578",47,"admin.","married","secondary","no",104,"yes","yes","cellular",14,"jul",77,2,0
"1579",40,"management","married","tertiary","no",1041,"yes","no","unknown",12,"jun",73,1,0
"1580",37,"management","married","tertiary","no",539,"no","no","cellular",18,"jan",540,2,3
"1581",38,"blue-collar","married","primary","no",0,"yes","no","unknown",3,"jun",179,2,0
"1582",29,"technician","single","tertiary","no",406,"yes","no","cellular",17,"jul",119,1,0
"1583",46,"blue-collar","married","primary","no",2558,"yes","no","telephone",20,"nov",107,1,1
"1584",26,"blue-collar","married","secondary","no",484,"yes","no","unknown",19,"may",48,2,0
"1585",30,"services","single","tertiary","no",3516,"yes","no","unknown",29,"may",447,4,0
"1586",42,"blue-collar","married","secondary","no",5639,"yes","no","cellular",17,"jul",430,2,0
"1587",42,"management","single","tertiary","no",100,"no","no","cellular",7,"aug",64,2,0
"1588",31,"admin.","single","secondary","no",1306,"yes","no","unknown",28,"may",217,5,0
"1589",37,"management","single","tertiary","no",815,"yes","no","cellular",7,"may",77,1,0
"1590",26,"blue-collar","married","secondary","no",245,"yes","no","unknown",26,"may",16,11,0
"1591",54,"blue-collar","married","unknown","no",191,"no","no","cellular",4,"aug",753,2,0
"1592",70,"retired","married","secondary","no",2815,"no","no","cellular",26,"apr",125,2,1
"1593",29,"self-employed","single","secondary","no",3672,"yes","yes","unknown",28,"may",1210,1,0
"1594",50,"services","married","secondary","no",1572,"yes","no","cellular",9,"jul",185,1,0
"1595",60,"unemployed","divorced","secondary","no",385,"yes","no","cellular",4,"feb",80,1,0
"1596",32,"technician","single","secondary","no",29,"no","no","cellular",19,"aug",156,2,0
"1597",32,"technician","married","secondary","no",84,"no","yes","cellular",29,"jul",403,3,0
"1598",34,"self-employed","single","tertiary","no",876,"yes","no","cellular",17,"nov",145,2,0
"1599",48,"services","single","primary","no",1499,"yes","no","cellular",12,"may",17,7,0
"1600",25,"student","married","tertiary","no",0,"yes","no","cellular",9,"jul",160,1,0
"1601",32,"management","married","secondary","no",6217,"yes","yes","cellular",18,"nov",486,2,2
"1602",32,"blue-collar","married","primary","no",329,"yes","no","cellular",3,"feb",321,1,0
"1603",47,"admin.","divorced","secondary","no",162,"yes","no","unknown",9,"may",203,4,0
"1604",32,"technician","married","unknown","no",14533,"no","no","cellular",31,"dec",646,3,2
"1605",49,"management","single","tertiary","yes",151,"yes","no","cellular",8,"jul",97,3,0
"1606",53,"services","married","secondary","no",-2,"yes","yes","cellular",16,"apr",144,2,0
"1607",41,"blue-collar","single","unknown","no",4684,"no","no","unknown",20,"jun",30,6,0
"1608",47,"management","divorced","tertiary","no",1149,"no","yes","cellular",15,"jul",82,2,0
"1609",35,"blue-collar","married","primary","no",11,"yes","no","unknown",13,"may",326,4,0
"1610",33,"management","single","secondary","no",8004,"no","no","cellular",19,"nov",414,3,0
"1611",49,"blue-collar","married","primary","no",1019,"yes","no","cellular",16,"apr",285,5,0
"1612",46,"management","divorced","tertiary","yes",1297,"no","no","cellular",11,"aug",716,3,0
"1613",29,"management","divorced","tertiary","no",415,"yes","yes","unknown",28,"may",449,4,0
"1614",58,"self-employed","married","primary","no",671,"yes","no","unknown",17,"jun",16,3,0
"1615",40,"admin.","single","secondary","no",2378,"yes","no","unknown",2,"jun",65,1,0
"1616",34,"management","married","tertiary","no",417,"yes","no","cellular",18,"nov",138,1,0
"1617",60,"retired","married","primary","no",71,"no","no","cellular",10,"jul",121,3,0
"1618",43,"management","married","tertiary","no",1188,"no","no","cellular",27,"may",140,2,0
"1619",50,"blue-collar","married","primary","no",8139,"yes","no","cellular",18,"aug",256,6,0
